has,prefers,count
"RPS13|6207_calculated_n","DD181999|?_calculated_n",0
"RPS13|6207_calculated_n","tRNA_Pro|?|1of20_calculated_n",0
"RPS13|6207_calculated_n","STRF6|?_calculated_n",0
"RPS13|6207_calculated_n","RPLP1|6176_calculated_n",0
"RPS13|6207_calculated_n","JA429504|?|1of4_calculated_n",0
"RPS13|6207_calculated_n","PGC|5225_calculated_n",0
"RPS13|6207_calculated_n","CD74|972_calculated_n",0
"RPS13|6207_calculated_n","TMSB4X|7114_calculated_n",0
"RPS13|6207_calculated_n","B2M|567_calculated_n",0
"RPS13|6207_calculated_n","TPT1|7178_calculated_n",0
"RPS13|6207_calculated_n","FTL|2512_calculated_n",0
"RPS13|6207_calculated_n","GAPDH|2597_calculated_n",0
"RPS13|6207_calculated_n","RPS11|6205_calculated_n",0
"RPS13|6207_calculated_n","Metazoa_SRP|?|35of109_calculated_n",0
"RPS13|6207_calculated_n","AF079515|?_calculated_n",0
"RPS13|6207_calculated_n","MYH11|4629_calculated_n",0
"RPS13|6207_calculated_n","FLNA|2316_calculated_n",0
"RPS13|6207_calculated_n","LYZ|4069_calculated_n",0
"RPS13|6207_calculated_n","TMSB10|9168_calculated_n",0
"RPS13|6207_calculated_n","TAGLN|6876_calculated_n",0
"RPS13|6207_calculated_n","IGHG1|3500_calculated_n",0
"RPS13|6207_calculated_n","RPLP2|6181_calculated_n",0
"RPS13|6207_calculated_n","COL1A1|1277_calculated_n",0
"RPS13|6207_calculated_n","RPL19|6143_calculated_n",0
"RPS13|6207_calculated_n","RPL11|6135_calculated_n",0
"RPS13|6207_calculated_n","EEF2|1938_calculated_n",0
"RPS13|6207_calculated_n","CNN1|1264_calculated_n",0
"RPS13|6207_calculated_n","HSPB6|126393_calculated_n",0
"RPS13|6207_calculated_n","IFITM3|10410_calculated_n",0
"RPS13|6207_calculated_n","AF113016|?_calculated_n",0
"RPS13|6207_calculated_n","PFN1|5216_calculated_n",0
"RPS13|6207_calculated_n","RPS16|6217_calculated_n",0
"RPS13|6207_calculated_n","DM074112|?_calculated_n",0
"RPS13|6207_calculated_n","LIPF|8513_calculated_n",0
"RPS13|6207_calculated_n","HSPB1|3315_calculated_n",0
"RPS13|6207_calculated_n","Metazoa_SRP|?|38of109_calculated_n",0
"RPS13|6207_calculated_n","TPM2|7169_calculated_n",0
"RPS13|6207_calculated_n","FTH1|2495_calculated_n",0
"RPS13|6207_calculated_n","UBB|7314_calculated_n",0
"RPS13|6207_calculated_n","RPL35|11224_calculated_n",0
"RPS13|6207_calculated_n","RPS4X|6191_calculated_n",0
"RPS13|6207_calculated_n","RPS14|6208_calculated_n",0
"RPS13|6207_calculated_n","RPS5|6193_calculated_n",0
"RPS13|6207_calculated_n","IGFBP7|3490_calculated_n",0
"RPS13|6207_calculated_n","COL3A1|1281_calculated_n",0
"RPS13|6207_calculated_n","ACTA2|59_calculated_n",0
"RPS13|6207_calculated_n","S100A6|6277_calculated_n",0
"RPS13|6207_calculated_n","RPS18|6222_calculated_n",0
"RPS13|6207_calculated_n","RPL8|6132_calculated_n",0
"RPS13|6207_calculated_n","PPDPF|79144_calculated_n",0
"RPS13|6207_calculated_n","RPL26|6154_calculated_n",0
"RPS13|6207_calculated_n","VIM|7431_calculated_n",0
"RPS13|6207_calculated_n","PABPC1|26986_calculated_n",0
"RPS13|6207_calculated_n","MYL6|4637_calculated_n",0
"RPS13|6207_calculated_n","RPL35A|6165_calculated_n",0
"RPS13|6207_calculated_n","HLA-DRA|3122_calculated_n",0
"RPS13|6207_calculated_n","CD24|100133941_calculated_n",0
"RPS13|6207_calculated_n","RPS13|6207_calculated_n",0
"RPS13|6207_calculated_n","COL1A2|1278_calculated_n",0
"RPS13|6207_calculated_n","HLA-C|3107_calculated_n",0
"RPS13|6207_calculated_n","RPL36|25873_calculated_n",0
"RPS13|6207_calculated_n","RPL29|6159_calculated_n",0
"RPS13|6207_calculated_n","RPS20|6224_calculated_n",0
"RPS13|6207_calculated_n","RPS15|6209_calculated_n",0
"RPS13|6207_calculated_n","DSTN|11034_calculated_n",0
"RPS13|6207_calculated_n","RPL13A|23521_calculated_n",0
"RPS13|6207_calculated_n","MGP|4256_calculated_n",0
"RPS13|6207_calculated_n","RPLP0|6175_calculated_n",0
"RPS13|6207_calculated_n","CFL1|1072_calculated_n",0
"RPS13|6207_calculated_n","RPL30|6156_calculated_n",0
"RPS13|6207_calculated_n","REG1A|5967_calculated_n",0
"RPS13|6207_calculated_n","PSAP|5660_calculated_n",0
"RPS13|6207_calculated_n","DJ439574|?_calculated_n",0
"RPS13|6207_calculated_n","TFF1|7031_calculated_n",0
"RPS13|6207_calculated_n","SPARC|6678_calculated_n",0
"RPS13|6207_calculated_n","RPS19|6223_calculated_n",0
"RPS13|6207_calculated_n","KRT8|3856_calculated_n",0
"RPS13|6207_calculated_n","HSP90AB1|3326_calculated_n",0
"RPS13|6207_calculated_n","ITM2B|9445_calculated_n",0
"RPS13|6207_calculated_n","RPL12|6136_calculated_n",0
"RPS13|6207_calculated_n","RHOB|388_calculated_n",0
"RPS13|6207_calculated_n","LUM|4060_calculated_n",0
"RPS13|6207_calculated_n","DCN|1634_calculated_n",0
"RPS13|6207_calculated_n","RPL37|6167_calculated_n",0
"RPS13|6207_calculated_n","RPL7A|6130_calculated_n",0
"RPS13|6207_calculated_n","CTSD|1509_calculated_n",0
"RPS13|6207_calculated_n","RPL3|6122_calculated_n",0
"COL1A2|1278_calculated_n","BC018860|?_calculated_n",0
"COL1A2|1278_calculated_n","OK/SW-cl.16|?_calculated_n",0
"COL1A2|1278_calculated_n","cytochrome_b|?_calculated_n",0
"COL1A2|1278_calculated_n","JA040725|?_calculated_n",0
"COL1A2|1278_calculated_n","TVAS5|?_calculated_n",0
"COL1A2|1278_calculated_n","AD_1|?_calculated_n",0
"COL1A2|1278_calculated_n","JA040723|?_calculated_n",0
"COL1A2|1278_calculated_n","MT-ND5|4540_calculated_n",0
"COL1A2|1278_calculated_n","ACTB|60_calculated_n",0
"COL1A2|1278_calculated_n","DQ590013|?|1of2_calculated_n",0
"COL1A2|1278_calculated_n","MYL9|10398_calculated_n",0
"COL1A2|1278_calculated_n","DES|1674_calculated_n",0
"COL1A2|1278_calculated_n","ACTG2|72_calculated_n",0
"COL1A2|1278_calculated_n","DD181999|?_calculated_n",0
"COL1A2|1278_calculated_n","tRNA_Pro|?|1of20_calculated_n",0
"COL1A2|1278_calculated_n","STRF6|?_calculated_n",0
"COL1A2|1278_calculated_n","RPLP1|6176_calculated_n",0
"COL1A2|1278_calculated_n","JA429504|?|1of4_calculated_n",0
"COL1A2|1278_calculated_n","PGC|5225_calculated_n",0
"COL1A2|1278_calculated_n","CD74|972_calculated_n",0
"COL1A2|1278_calculated_n","TMSB4X|7114_calculated_n",0
"COL1A2|1278_calculated_n","B2M|567_calculated_n",0
"COL1A2|1278_calculated_n","TPT1|7178_calculated_n",0
"COL1A2|1278_calculated_n","FTL|2512_calculated_n",0
"COL1A2|1278_calculated_n","GAPDH|2597_calculated_n",0
"COL1A2|1278_calculated_n","RPS11|6205_calculated_n",0
"COL1A2|1278_calculated_n","Metazoa_SRP|?|35of109_calculated_n",0
"COL1A2|1278_calculated_n","AF079515|?_calculated_n",0
"COL1A2|1278_calculated_n","MYH11|4629_calculated_n",0
"COL1A2|1278_calculated_n","FLNA|2316_calculated_n",0
"COL1A2|1278_calculated_n","LYZ|4069_calculated_n",0
"COL1A2|1278_calculated_n","TMSB10|9168_calculated_n",0
"COL1A2|1278_calculated_n","TAGLN|6876_calculated_n",0
"COL1A2|1278_calculated_n","IGHG1|3500_calculated_n",0
"COL1A2|1278_calculated_n","RPLP2|6181_calculated_n",0
"COL1A2|1278_calculated_n","COL1A1|1277_calculated_n",0
"COL1A2|1278_calculated_n","RPL19|6143_calculated_n",0
"COL1A2|1278_calculated_n","RPL11|6135_calculated_n",0
"COL1A2|1278_calculated_n","EEF2|1938_calculated_n",0
"COL1A2|1278_calculated_n","CNN1|1264_calculated_n",0
"COL1A2|1278_calculated_n","HSPB6|126393_calculated_n",0
"COL1A2|1278_calculated_n","IFITM3|10410_calculated_n",0
"COL1A2|1278_calculated_n","AF113016|?_calculated_n",0
"COL1A2|1278_calculated_n","PFN1|5216_calculated_n",0
"COL1A2|1278_calculated_n","RPS16|6217_calculated_n",0
"COL1A2|1278_calculated_n","DM074112|?_calculated_n",0
"COL1A2|1278_calculated_n","LIPF|8513_calculated_n",0
"COL1A2|1278_calculated_n","HSPB1|3315_calculated_n",0
"COL1A2|1278_calculated_n","Metazoa_SRP|?|38of109_calculated_n",0
"COL1A2|1278_calculated_n","TPM2|7169_calculated_n",0
"COL1A2|1278_calculated_n","FTH1|2495_calculated_n",0
"COL1A2|1278_calculated_n","UBB|7314_calculated_n",0
"COL1A2|1278_calculated_n","RPL35|11224_calculated_n",0
"COL1A2|1278_calculated_n","RPS4X|6191_calculated_n",0
"COL1A2|1278_calculated_n","RPS14|6208_calculated_n",0
"COL1A2|1278_calculated_n","RPS5|6193_calculated_n",0
"COL1A2|1278_calculated_n","IGFBP7|3490_calculated_n",0
"COL1A2|1278_calculated_n","COL3A1|1281_calculated_n",0
"COL1A2|1278_calculated_n","ACTA2|59_calculated_n",0
"COL1A2|1278_calculated_n","S100A6|6277_calculated_n",0
"COL1A2|1278_calculated_n","RPS18|6222_calculated_n",0
"COL1A2|1278_calculated_n","RPL8|6132_calculated_n",0
"COL1A2|1278_calculated_n","PPDPF|79144_calculated_n",0
"COL1A2|1278_calculated_n","RPL26|6154_calculated_n",0
"COL1A2|1278_calculated_n","VIM|7431_calculated_n",0
"COL1A2|1278_calculated_n","PABPC1|26986_calculated_n",0
"COL1A2|1278_calculated_n","MYL6|4637_calculated_n",0
"COL1A2|1278_calculated_n","RPL35A|6165_calculated_n",0
"COL1A2|1278_calculated_n","HLA-DRA|3122_calculated_n",0
"COL1A2|1278_calculated_n","CD24|100133941_calculated_n",0
"COL1A2|1278_calculated_n","RPS13|6207_calculated_n",0
"COL1A2|1278_calculated_n","COL1A2|1278_calculated_n",0
"COL1A2|1278_calculated_n","HLA-C|3107_calculated_n",0
"COL1A2|1278_calculated_n","RPL36|25873_calculated_n",0
"COL1A2|1278_calculated_n","RPL29|6159_calculated_n",0
"COL1A2|1278_calculated_n","RPS20|6224_calculated_n",0
"COL1A2|1278_calculated_n","RPS15|6209_calculated_n",0
"COL1A2|1278_calculated_n","DSTN|11034_calculated_n",0
"COL1A2|1278_calculated_n","RPL13A|23521_calculated_n",0
"COL1A2|1278_calculated_n","MGP|4256_calculated_n",0
"COL1A2|1278_calculated_n","RPLP0|6175_calculated_n",0
"COL1A2|1278_calculated_n","CFL1|1072_calculated_n",0
"COL1A2|1278_calculated_n","RPL30|6156_calculated_n",0
"COL1A2|1278_calculated_n","REG1A|5967_calculated_n",0
"COL1A2|1278_calculated_n","PSAP|5660_calculated_n",0
"COL1A2|1278_calculated_n","DJ439574|?_calculated_n",0
"COL1A2|1278_calculated_n","TFF1|7031_calculated_n",0
"COL1A2|1278_calculated_n","SPARC|6678_calculated_n",0
"COL1A2|1278_calculated_n","RPS19|6223_calculated_n",0
"COL1A2|1278_calculated_n","KRT8|3856_calculated_n",0
"COL1A2|1278_calculated_n","HSP90AB1|3326_calculated_n",0
"COL1A2|1278_calculated_n","ITM2B|9445_calculated_n",0
"COL1A2|1278_calculated_n","RPL12|6136_calculated_n",0
"COL1A2|1278_calculated_n","RHOB|388_calculated_n",0
"COL1A2|1278_calculated_n","LUM|4060_calculated_n",0
"COL1A2|1278_calculated_n","DCN|1634_calculated_n",0
"COL1A2|1278_calculated_n","RPL37|6167_calculated_n",0
"COL1A2|1278_calculated_n","RPL7A|6130_calculated_n",0
"COL1A2|1278_calculated_n","CTSD|1509_calculated_n",0
"COL1A2|1278_calculated_n","RPL3|6122_calculated_n",0
"HLA-C|3107_calculated_n","BC018860|?_calculated_n",0
"HLA-C|3107_calculated_n","OK/SW-cl.16|?_calculated_n",0
"HLA-C|3107_calculated_n","cytochrome_b|?_calculated_n",0
"HLA-C|3107_calculated_n","JA040725|?_calculated_n",0
"HLA-C|3107_calculated_n","TVAS5|?_calculated_n",0
"HLA-C|3107_calculated_n","AD_1|?_calculated_n",0
"HLA-C|3107_calculated_n","JA040723|?_calculated_n",0
"HLA-C|3107_calculated_n","MT-ND5|4540_calculated_n",0
"HLA-C|3107_calculated_n","ACTB|60_calculated_n",0
"HLA-C|3107_calculated_n","DQ590013|?|1of2_calculated_n",0
"HLA-C|3107_calculated_n","MYL9|10398_calculated_n",0
"HLA-C|3107_calculated_n","DES|1674_calculated_n",0
"HLA-C|3107_calculated_n","ACTG2|72_calculated_n",0
"HLA-C|3107_calculated_n","DD181999|?_calculated_n",0
"HLA-C|3107_calculated_n","tRNA_Pro|?|1of20_calculated_n",0
"HLA-C|3107_calculated_n","STRF6|?_calculated_n",0
"HLA-C|3107_calculated_n","RPLP1|6176_calculated_n",0
"HLA-C|3107_calculated_n","JA429504|?|1of4_calculated_n",0
"HLA-C|3107_calculated_n","PGC|5225_calculated_n",0
"HLA-C|3107_calculated_n","CD74|972_calculated_n",0
"HLA-C|3107_calculated_n","TMSB4X|7114_calculated_n",0
"HLA-C|3107_calculated_n","B2M|567_calculated_n",0
"HLA-C|3107_calculated_n","TPT1|7178_calculated_n",0
"HLA-C|3107_calculated_n","FTL|2512_calculated_n",0
"HLA-C|3107_calculated_n","GAPDH|2597_calculated_n",0
"HLA-C|3107_calculated_n","RPS11|6205_calculated_n",0
"HLA-C|3107_calculated_n","Metazoa_SRP|?|35of109_calculated_n",0
"HLA-C|3107_calculated_n","AF079515|?_calculated_n",0
"HLA-C|3107_calculated_n","MYH11|4629_calculated_n",0
"HLA-C|3107_calculated_n","FLNA|2316_calculated_n",0
"HLA-C|3107_calculated_n","LYZ|4069_calculated_n",0
"HLA-C|3107_calculated_n","TMSB10|9168_calculated_n",0
"HLA-C|3107_calculated_n","TAGLN|6876_calculated_n",0
"HLA-C|3107_calculated_n","IGHG1|3500_calculated_n",0
"HLA-C|3107_calculated_n","RPLP2|6181_calculated_n",0
"HLA-C|3107_calculated_n","COL1A1|1277_calculated_n",0
"HLA-C|3107_calculated_n","RPL19|6143_calculated_n",0
"HLA-C|3107_calculated_n","RPL11|6135_calculated_n",0
"HLA-C|3107_calculated_n","EEF2|1938_calculated_n",0
"HLA-C|3107_calculated_n","CNN1|1264_calculated_n",0
"HLA-C|3107_calculated_n","HSPB6|126393_calculated_n",0
"HLA-C|3107_calculated_n","IFITM3|10410_calculated_n",0
"HLA-C|3107_calculated_n","AF113016|?_calculated_n",0
"HLA-C|3107_calculated_n","PFN1|5216_calculated_n",0
"HLA-C|3107_calculated_n","RPS16|6217_calculated_n",0
"HLA-C|3107_calculated_n","DM074112|?_calculated_n",0
"HLA-C|3107_calculated_n","LIPF|8513_calculated_n",0
"HLA-C|3107_calculated_n","HSPB1|3315_calculated_n",0
"HLA-C|3107_calculated_n","Metazoa_SRP|?|38of109_calculated_n",0
"HLA-C|3107_calculated_n","TPM2|7169_calculated_n",0
"HLA-C|3107_calculated_n","FTH1|2495_calculated_n",0
"HLA-C|3107_calculated_n","UBB|7314_calculated_n",0
"HLA-C|3107_calculated_n","RPL35|11224_calculated_n",0
"HLA-C|3107_calculated_n","RPS4X|6191_calculated_n",0
"HLA-C|3107_calculated_n","RPS14|6208_calculated_n",0
"HLA-C|3107_calculated_n","RPS5|6193_calculated_n",0
"HLA-C|3107_calculated_n","IGFBP7|3490_calculated_n",0
"HLA-C|3107_calculated_n","COL3A1|1281_calculated_n",0
"HLA-C|3107_calculated_n","ACTA2|59_calculated_n",0
"HLA-C|3107_calculated_n","S100A6|6277_calculated_n",0
"HLA-C|3107_calculated_n","RPS18|6222_calculated_n",0
"HLA-C|3107_calculated_n","RPL8|6132_calculated_n",0
"HLA-C|3107_calculated_n","PPDPF|79144_calculated_n",0
"HLA-C|3107_calculated_n","RPL26|6154_calculated_n",0
"HLA-C|3107_calculated_n","VIM|7431_calculated_n",0
"HLA-C|3107_calculated_n","PABPC1|26986_calculated_n",0
"HLA-C|3107_calculated_n","MYL6|4637_calculated_n",0
"HLA-C|3107_calculated_n","RPL35A|6165_calculated_n",0
"HLA-C|3107_calculated_n","HLA-DRA|3122_calculated_n",0
"HLA-C|3107_calculated_n","CD24|100133941_calculated_n",0
"HLA-C|3107_calculated_n","RPS13|6207_calculated_n",0
"HLA-C|3107_calculated_n","COL1A2|1278_calculated_n",0
"HLA-C|3107_calculated_n","HLA-C|3107_calculated_n",0
"HLA-C|3107_calculated_n","RPL36|25873_calculated_n",0
"HLA-C|3107_calculated_n","RPL29|6159_calculated_n",0
"HLA-C|3107_calculated_n","RPS20|6224_calculated_n",0
"HLA-C|3107_calculated_n","RPS15|6209_calculated_n",0
"HLA-C|3107_calculated_n","DSTN|11034_calculated_n",0
"HLA-C|3107_calculated_n","RPL13A|23521_calculated_n",0
"HLA-C|3107_calculated_n","MGP|4256_calculated_n",0
"HLA-C|3107_calculated_n","RPLP0|6175_calculated_n",0
"HLA-C|3107_calculated_n","CFL1|1072_calculated_n",0
"HLA-C|3107_calculated_n","RPL30|6156_calculated_n",0
"HLA-C|3107_calculated_n","REG1A|5967_calculated_n",0
"HLA-C|3107_calculated_n","PSAP|5660_calculated_n",0
"HLA-C|3107_calculated_n","DJ439574|?_calculated_n",0
"HLA-C|3107_calculated_n","TFF1|7031_calculated_n",0
"HLA-C|3107_calculated_n","SPARC|6678_calculated_n",0
"HLA-C|3107_calculated_n","RPS19|6223_calculated_n",0
"HLA-C|3107_calculated_n","KRT8|3856_calculated_n",0
"HLA-C|3107_calculated_n","HSP90AB1|3326_calculated_n",0
"HLA-C|3107_calculated_n","ITM2B|9445_calculated_n",0
"HLA-C|3107_calculated_n","RPL12|6136_calculated_n",0
"HLA-C|3107_calculated_n","RHOB|388_calculated_n",0
"HLA-C|3107_calculated_n","LUM|4060_calculated_n",0
"HLA-C|3107_calculated_n","DCN|1634_calculated_n",0
"HLA-C|3107_calculated_n","RPL37|6167_calculated_n",0
"HLA-C|3107_calculated_n","RPL7A|6130_calculated_n",0
"HLA-C|3107_calculated_n","CTSD|1509_calculated_n",0
"HLA-C|3107_calculated_n","RPL3|6122_calculated_n",0
"RPL36|25873_calculated_n","BC018860|?_calculated_n",0
"RPL36|25873_calculated_n","OK/SW-cl.16|?_calculated_n",0
"RPL36|25873_calculated_n","cytochrome_b|?_calculated_n",0
"RPL36|25873_calculated_n","JA040725|?_calculated_n",0
"RPL36|25873_calculated_n","TVAS5|?_calculated_n",0
"RPL36|25873_calculated_n","AD_1|?_calculated_n",0
"RPL36|25873_calculated_n","JA040723|?_calculated_n",0
"RPL36|25873_calculated_n","MT-ND5|4540_calculated_n",0
"RPL36|25873_calculated_n","ACTB|60_calculated_n",0
"RPL36|25873_calculated_n","DQ590013|?|1of2_calculated_n",0
"RPL36|25873_calculated_n","MYL9|10398_calculated_n",0
"RPL36|25873_calculated_n","DES|1674_calculated_n",0
"RPL36|25873_calculated_n","ACTG2|72_calculated_n",0
"RPL36|25873_calculated_n","DD181999|?_calculated_n",0
"RPL36|25873_calculated_n","tRNA_Pro|?|1of20_calculated_n",0
"RPL36|25873_calculated_n","STRF6|?_calculated_n",0
"RPL36|25873_calculated_n","RPLP1|6176_calculated_n",0
"RPL36|25873_calculated_n","JA429504|?|1of4_calculated_n",0
"RPL36|25873_calculated_n","PGC|5225_calculated_n",0
"RPL36|25873_calculated_n","CD74|972_calculated_n",0
"RPL36|25873_calculated_n","TMSB4X|7114_calculated_n",0
"RPL36|25873_calculated_n","B2M|567_calculated_n",0
"RPL36|25873_calculated_n","TPT1|7178_calculated_n",0
"RPL36|25873_calculated_n","FTL|2512_calculated_n",0
"RPL36|25873_calculated_n","GAPDH|2597_calculated_n",0
"RPL36|25873_calculated_n","RPS11|6205_calculated_n",0
"RPL36|25873_calculated_n","Metazoa_SRP|?|35of109_calculated_n",0
"RPL36|25873_calculated_n","AF079515|?_calculated_n",0
"RPL36|25873_calculated_n","MYH11|4629_calculated_n",0
"RPL36|25873_calculated_n","FLNA|2316_calculated_n",0
"RPL36|25873_calculated_n","LYZ|4069_calculated_n",0
"RPL36|25873_calculated_n","TMSB10|9168_calculated_n",0
"RPL36|25873_calculated_n","TAGLN|6876_calculated_n",0
"RPL36|25873_calculated_n","IGHG1|3500_calculated_n",0
"RPL36|25873_calculated_n","RPLP2|6181_calculated_n",0
"RPL36|25873_calculated_n","COL1A1|1277_calculated_n",0
"RPL36|25873_calculated_n","RPL19|6143_calculated_n",0
"RPL36|25873_calculated_n","RPL11|6135_calculated_n",0
"RPL36|25873_calculated_n","EEF2|1938_calculated_n",0
"RPL36|25873_calculated_n","CNN1|1264_calculated_n",0
"RPL36|25873_calculated_n","HSPB6|126393_calculated_n",0
"RPL36|25873_calculated_n","IFITM3|10410_calculated_n",0
"RPL36|25873_calculated_n","AF113016|?_calculated_n",0
"RPL36|25873_calculated_n","PFN1|5216_calculated_n",0
"RPL36|25873_calculated_n","RPS16|6217_calculated_n",0
"RPL36|25873_calculated_n","DM074112|?_calculated_n",0
"RPL36|25873_calculated_n","LIPF|8513_calculated_n",0
"RPL36|25873_calculated_n","HSPB1|3315_calculated_n",0
"RPL36|25873_calculated_n","Metazoa_SRP|?|38of109_calculated_n",0
"RPL36|25873_calculated_n","TPM2|7169_calculated_n",0
"RPL36|25873_calculated_n","FTH1|2495_calculated_n",0
"RPL36|25873_calculated_n","UBB|7314_calculated_n",0
"RPL36|25873_calculated_n","RPL35|11224_calculated_n",0
"RPL36|25873_calculated_n","RPS4X|6191_calculated_n",0
"RPL36|25873_calculated_n","RPS14|6208_calculated_n",0
"RPL36|25873_calculated_n","RPS5|6193_calculated_n",0
"RPL36|25873_calculated_n","IGFBP7|3490_calculated_n",0
"RPL36|25873_calculated_n","COL3A1|1281_calculated_n",0
"RPL36|25873_calculated_n","ACTA2|59_calculated_n",0
"RPL36|25873_calculated_n","S100A6|6277_calculated_n",0
"RPL36|25873_calculated_n","RPS18|6222_calculated_n",0
"RPL36|25873_calculated_n","RPL8|6132_calculated_n",0
"RPL36|25873_calculated_n","PPDPF|79144_calculated_n",0
"RPL36|25873_calculated_n","RPL26|6154_calculated_n",0
"RPL36|25873_calculated_n","VIM|7431_calculated_n",0
"RPL36|25873_calculated_n","PABPC1|26986_calculated_n",0
"RPL36|25873_calculated_n","MYL6|4637_calculated_n",0
"RPL36|25873_calculated_n","RPL35A|6165_calculated_n",0
"RPL36|25873_calculated_n","HLA-DRA|3122_calculated_n",0
"RPL36|25873_calculated_n","CD24|100133941_calculated_n",0
"RPL36|25873_calculated_n","RPS13|6207_calculated_n",0
"RPL36|25873_calculated_n","COL1A2|1278_calculated_n",0
"RPL36|25873_calculated_n","HLA-C|3107_calculated_n",0
"RPL36|25873_calculated_n","RPL36|25873_calculated_n",0
"RPL36|25873_calculated_n","RPL29|6159_calculated_n",0
"RPL36|25873_calculated_n","RPS20|6224_calculated_n",0
"RPL36|25873_calculated_n","RPS15|6209_calculated_n",0
"RPL36|25873_calculated_n","DSTN|11034_calculated_n",0
"RPL36|25873_calculated_n","RPL13A|23521_calculated_n",0
"RPL36|25873_calculated_n","MGP|4256_calculated_n",0
"RPL36|25873_calculated_n","RPLP0|6175_calculated_n",0
"RPL36|25873_calculated_n","CFL1|1072_calculated_n",0
"RPL36|25873_calculated_n","RPL30|6156_calculated_n",0
"RPL36|25873_calculated_n","REG1A|5967_calculated_n",0
"RPL36|25873_calculated_n","PSAP|5660_calculated_n",0
"RPL36|25873_calculated_n","DJ439574|?_calculated_n",0
"RPL36|25873_calculated_n","TFF1|7031_calculated_n",0
"RPL36|25873_calculated_n","SPARC|6678_calculated_n",0
"RPL36|25873_calculated_n","RPS19|6223_calculated_n",0
"RPL36|25873_calculated_n","KRT8|3856_calculated_n",0
"RPL36|25873_calculated_n","HSP90AB1|3326_calculated_n",0
"RPL36|25873_calculated_n","ITM2B|9445_calculated_n",0
"RPL36|25873_calculated_n","RPL12|6136_calculated_n",0
"RPL36|25873_calculated_n","RHOB|388_calculated_n",0
"RPL36|25873_calculated_n","LUM|4060_calculated_n",0
"RPL36|25873_calculated_n","DCN|1634_calculated_n",0
"RPL36|25873_calculated_n","RPL37|6167_calculated_n",0
"RPL36|25873_calculated_n","RPL7A|6130_calculated_n",0
